"ID","name","event","room","startTime","endTime","sessionDate","isSponsored","isActivity","tags","description","sessionSurvey","sessionsFavoritedCount","answersInputedCount","averageRates",
"94","Distant Data: Wakanda & Wakanda, Wakanda & 4D","4","France","09:30","10:15","2012-11-16T12:47:00.000Z",,," Ajax,  Interoperability,JavaScript, NoSQL, Observer, pub/sub, Wakand","From the start, Wakanda has been an open platform. This openness is widening with each version. Laurent Ribardière, creator of the platform, will show you the implementations happening in Wakanda that allow simple and simultaneous access to different databases, Wakanda or 4D. The main principles, architecture and best practices of this connection will be explained: Manipulating remote data with local JavaScript objects, creating interfaces that mix data from various external sources via simple drag-and-drop, and more. This session is a must for all Wakanda developers who’d like to make multiple applications communicate with each other, as well as for 4D developers who’d like to quickly webify their solutions without modifying their existing deployment.","1","1","71","3.4357142857142855",
"95","Wakanda & MySQL","4","Versaillais","09:30","10:15","2012-11-16T12:47:00.000Z",,,"MySQL, Wakanda","With minimal effort, your MySQL data will work with Wakanda. This session will show you the steps required to use Wakanda’s MySQL module to import schemas and data from MYSQL into Wakanda’s data store, or even into JavaScript arrays and variables.","1","1","30","3.7",
"96","Building a Multi-Platform Application","4","Parisien","11:30","12:15","2012-11-16T12:47:00.000Z",,,"Mobile, Web Applications","Mobile is becoming a required deployment target now that users demand ubiquitous access to their data. However, it does not generally fulfill the same requirements as a desktop browser.  In this session, you will learn how to build an application that utilizes the best aspects of the desktop and fulfills the mobile requirement.","1","2","20","3.975",
"97","All About Widgets","4","France","10:30","11:15","2012-11-16T12:47:00.000Z",,,"Frameworks, Interoperability, JavaScript, jQuery, Widgets","Learn how to get customize how widgets function in your web application by using the Widgets API and jQuery. Discover how to create a widget dynamically and how to write your own function for a widget. You'll also get an overview on how to create your own widgets by either writing JavaScript code or by using a third-party plug-in or widget.","1","1","31","3.4166666666666665",
"98","Create Your First Business Application","4","Parisien","10:30","11:15","2012-11-16T12:47:00.000Z","true",,"Business Application, NoSQL, Web Applications, web security","With Wakanda, you can quickly build a reliable and secure business application on the Web. In this workshop, you will be shown all the pieces you need to write your first business application with Wakanda.  After creating data classes in Wakanda’s Datastore Model Designer, you will learn how to set up permission groups that you then apply to your data classes and server-side methods, which contain all of your application’s business logic.  We will then show you how to build the Web interface with a custom login scheme thus allowing users to securely access data on the server.","1",,"40","4.025",
"99","Wakanda and the Top 5 Security Risks ","4","Européen","10:30","11:15","2012-11-16T12:47:00.000Z",,,"CSRF, Model-driven Design, Session fixation, SQL Injection, Web Applications, web security, XSS","In this session, we will check the ""Most Critical Web Application Security Risks"" identified by the OWASP (Open Web Application Security Project) working group and see how Wakanda handle them.  You will learn about the Injection, Cross Site Forgery (XSS), Session Fixation, and Cross-Site Request Forgery (CSRF) attacks and find out what is natively done to prevent them as well as what Wakanda provides you to secure even more your application.","1",,"20","4.175",
"100","Data Models – Data Modeling Examples","4","France","11:30","12:15","2012-11-16T12:47:00.000Z",,,"model-driven development, Database, NoSQL, web security","In this session, we will illustrate Wakanda’s data modeling abilities through several examples.  Learn the many techniques possible to filter data using extended classes and permissions strategies. We will also provide you with the information necessary to better evaluate your own needs for your Web applications.  ","1",,"30","4.65",
"101","jQuery: Wakanda’s Swiss Army Knife","4","Parisien","15:25","16:10","2012-11-16T12:47:00.000Z",,,"jQuery, Framework, JavaScript","Used by the majority of the most visited websites on the Internet, jQuery is the most popular JavaScript library in use today. It’s so powerful that Wakanda uses it internally. jQuery, which is loaded with the WAF (Wakanda Application Framework), is available for you to use in all your client-side coding.  In this session, you’ll learn the fundamentals of the jQuery library and the best way to implement it in your web applications. With jQuery, you can easily navigate the DOM, add event handling, and even create animation for your interface. Learn how to get the most out of jQuery by using it in your Wakanda applications.","1",,"10","3.2",
"102","Enhancing Your Web Application’s Interface","4","France","13:45","14:30","2012-11-16T12:47:00.000Z",,,"Web Design, CSS3, Web Applications","Find out how to quickly and easily adapt a graphical mockup for your web application to Wakanda interface pages.  Use the standard styles provided for interface pages and widgets, include Web components, implement widget skins, and create your own custom CSS classes.  Discover just how easy it is to create a Web application that has the look and feel that you want.","1","1","30","4.1",
"116","4D v13 Upgrade Training  - Part II","2","Versaillais","11:30","12:25","2012-11-16T11:09:00.000Z","true",,"Best Practices, Development, Upgrade","There are so many new features in 4D v13 that a whole day isn't nearly enough to demonstrate them all..   This session presents you some of the highlights in detail. You'll learn underlying upgrade techniques, how they work, and how you can implement them in your applications. Ready-to-use samples are provided. Topics include Storing ""big data"" outside the data file MSC improvements Indexing and managing pictures Print preview with XPS under Windows","1",,"0","3.923076923076923",
"104","JavaScript 101","4","Parisien","13:45","14:30","2012-11-16T12:47:00.000Z","true",,"JavaScript, Object Oriented Programming, Server-Side, JavaScript","JavaScript is at the heart of every modern website from the personal blog to the mighty Google App. Though it is simple for beginners to pick up and play with, JavaScript is not a toy — it’s a flexible and complex language, capable of much more than the showy tricks most programmers use it for.  In this session, we show how you get started learning JavaScript inside Wakanda Studio. You will learn basic programming techniques and many best practices. Harness the power of functional and object-oriented programming: Syntax, objects, functions, inheritance, arrays, regular expressions, methods, style, and many more features.","1","1","31","4.6",
"105","Debugging Your Wakanda Application","4","Européen","15:25","16:10","2012-11-16T12:47:00.000Z",,,"Debugging, HTML5, JavaScript, remote debugging, Server-Side JavaScript, Wakanda, web inspector","Learn all about how you can debug your Web applications in Wakanda either locally, remotely, or even via mobile.","1",,"0",,
"106","Lunch","4","","12:30","13:45","2012-11-16T12:47:00.000Z",,"true","",,,,"0",,
"107","Datasources from the Master","4","France","15:25","16:10","2012-11-16T12:47:00.000Z",,,"Datasource, Wakanda","Datasources are among the most powerful objects in the Wakanda platform. once they’re created, they allow you to manipulate and expose data in widgets in an intuitive manner. They can also be manipulated in your client-side code: Filter data to display, make intermediary calculations…  Throughout this session, Laurent Ribardière, the creator of Wakanda, will explain and demonstrate all the best practices to best take advantage of dtasources in your applications.","1","1","20","4.5",
"108","Demo of a Live Application","4","Parisien","14:35","15:20","2012-11-16T12:47:00.000Z",,,"Live Demo, Wakanda","Take a look at a live Wakanda application deployed on the Internet. Understand the resources, skills, and time involved in launching your Wakanda application. Hear all about client feedback regarding a Web application developed using Wakanda’s responsive UI and data binding. Find out more about the backup/server procedures for maintaining a high rate of uptime.","1","1","10","5",
"109","Git Heaven with Wakanda ","4","Européen","14:35","15:20","2012-11-16T12:47:00.000Z",,,"Git, Wakanda","Git is the new gold standard when it comes to versioning in the Internet age. Git is an open source and distributed version control system, designed to handle everything from small to large projects with speed and efficiency. In this session, we will introduce you to Git and explain how to use it with Wakanda so that you can create and clone repositories, work with branches in a distributed team environment, and merge source code with your team members.","1",,"0","4.3",
"110","Security for your Wakanda Application","4","France","11:30","12:15","2012-11-16T12:47:00.000Z",,,"Web security, NoSQL, Server-Side JavaScript, Wakanda, Web Applications","Learn all about Wakanda’s security tools and how to use them.  You can integrate a combination of the techniques provided to best secure your Web application.","1","1","11","0.5",
"111","JavaScript 201","4","Parisien","16:30","17:15","2012-11-16T12:47:00.000Z",,,"JavaScript, Object Oriented Programming, Server-Side, JavaScript","JavaScript is at the heart of every modern website from the personal blog to the mighty Google App. Though it is simple for beginners to pick up and play with, JavaScript is not a toy — it’s a flexible and complex language, capable of much more than the showy tricks most programmers use it for.  In this session, we show how you get started learning JavaScript inside Wakanda Studio. You will learn basic programming techniques and many best practices. Harness the power of functional and object-oriented programming: Syntax, objects, functions, inheritance, arrays, regular expressions, methods, style, and many more features.","1","1","20","3.825",
"112","Beyond the Basics: Some of Wakanda’s Lesser-Known Features","4","Européen","16:30","17:15","2012-11-16T12:47:00.000Z",,,"JavaScript, Server-Side JavaScript, Wakanda, Web Storage, Web Workers","Having a well-rounded toolchest is the best way to tackle some of the more advanced problems that you come up against when developing a web application.  Learn all about Wakanda’s lesser-known features, like Storage Objects, Mutex, HttpRequestHandlers, and Workers.","1",,"10","5",
"113","Wakanda Q&A with Laurent Ribardière, Laurent Esnault & the 4D Management Team","4","Salon France","17:30","18:15","2012-11-16T12:47:00.000Z",,"true",,,,,"0",,
"117","Coffee Break","3","","16:50","17:00","2012-11-17T12:21:00.000Z",,"true",,,,,"0",,
"118","Unit Testing Your Javascript with QUnit and Sinon.JS","3","Regency","15:50","16:20","2012-10-26T17:20:00.000Z",,,"Unit Testing, JavaScript, qUnit, Sinon.JS, Test Driven Development","Unit testing is a core part of a developer’s job, and is an important part of software quality. All too often though, JavaScript is left out of the unit testing mix. In just a few months, Box went from no JavaScript tests to over 500, and now it is an integral part of our development process. In this talk you will learn how to quickly create tests for your JavaScript code using QUnit as the test framework and Sinon.JS to create mocks, spies, and stubs.","1","1","0","4.666666666666667",
"119","JavaScript as glue in product development","3","Crystal","15:50","16:20","2012-10-26T17:20:00.000Z",,,"UI, HTML, Javascript","We have chosen to implement our product UIs in HTML. However, these user interfaces are built on diverse platforms. (Putting a PHP front-end on a 10-year old Java-based product is not a simple task.) By using JavaScript for the heavy lifting, we are able to create “common” User-Interfaces that can be easily used with any back-end. We have also created JavaScript libraries to rapidly turn static HTML designs in to fully functional, interactive applications.","1",,"0",,
"120","Building Native BlackBerry 10 Apps with JavaScript","3","Gold","15:50","16:20","2012-10-26T17:20:00.000Z",,,"BlackBerry, HTML5, JavaScript, Mobile, Qt","BlackBerry 10 has great HTML5 support in its browser, gives web apps the same status as native, and works with your favorite JavaScript frameworks. But you may not know that the native Qt-based Cascades app framework for BlackBerry 10 also has JavaScript built-in. This is an introduction to rapid native mobile app development using JavaScript with live code and on-device demos geared for experienced JavaScript or C++ developers.","1",,"0",,
"126","Industrialize Your 4D Development with Components","2","Versaillais","11:45","12:40","2012-11-15T19:04:00.000Z",,"false","Development","Productivity and quality in 4D development can be improved thanks to, among other methodes, code recyclin. Components provide a highly adapted and elegant solution to respond to this need. In this session, you'll see how components are implementd. We will approach component structure, as well as advantages and inconveniences compared with other currently viable options.   Limits, obstacles, challenges and their solutions will also be covered.","1","1","30","3.3833333333333333",
"128","Using Sets & Selections","2","France","10:45","11:40","2012-11-15T18:43:00.000Z",,,"Development","Set or selection? Which do you choose?   Should it all be local, process, or interprocess?   What happens on the network? In memory?   What's the current saved set?   These are the many questions that we'll answer so that you can choose how to best handle your specific situations. We'll also use this session to use analyssis tools that are widely available but rarely used.","1",,"60","4.466666666666667",
"129","Troubleshooting Processes and Tools (English)","2","Européen","15:00","15:55","2012-11-15T18:44:00.000Z",,,"Troubleshooting","This session covers the different processes and tools to use based on the type of problem encountered. This approach will help you save time identifying your problems in production and to correct them as quickly as possible. Demonstrations given during the session will help you better use the troubleshooting tools in the future. All of these processes will subsequently be available via the TAOW (Technical Assistance on the Web) Web app.","1",,"50","4.78",
"130","Workshop: Birdie-birdie, an Agile Product Building Simulation","2","Salon I","10:45","12:15","2012-11-15T18:59:00.000Z",,,"Agile Development","You and your team have just been hired by TopTop, the major toy manufacturer, in order to build the company’s next big hit, codenamed Birdie-Birdie. But beware: you have fierce competition. Other firms have been hired and only the one who delivers the greatest business value gets the check! Using only LEGO pieces, prepare to build, integrate and test, while you struggle to appease an increasingly demanding CEO. Revel in self-organization, optimizing your process while building a complex product.  ","1",,"10","4.6",
"131","Going from  4D to Web?  Nothing to Fear!","2","Versaillais","14:00","14:55","2012-11-15T19:31:00.000Z",,,"Development, Web","Client-Server applications developed in 4D aren't generally planned from the start to be deployed on the Web. However, clients are asking to move in this direction more and more often. Seen from the outside (which is to say from the client's point of view) it doesn't seem very complicated: ""We just need to use a browser, right?""   On the other hand, from your point of view as a 4D developer who doesn't necessarily employ more than a theoretical knowledge of the Web, the idea of having to use HTML, CSS (C-S-what?) or worse, JavaScript (!?) can be like navigating a tangled jungle, figuring out how these technologies seem to be (and are) intimately linked.   Where do you start, and toward what end?   Which methods do you apply?   Understand the vocabulary (JavaScript, Ajax, JSON, CSS...)   What do these technologies do?   Am I still using 4D?   How do I reproduce my gorgeous interface?   That's what I want to explain to you in this session, using a concretee (and personal) example to give you the clearest ideas and that you're ready for your turn to start the adventure!   Bonus: Time allowing, I'll show you the possible use of Web Area, which uses all of these technologies, right inside of 4D! ","1",,"41","4.5375",
"132","Workshop: Birdie-birdie, an Agile Product Building Simulation","2","Salon I","14:00","15:30","2012-11-15T21:28:00.000Z",,,"Agile Development","You and your team have just been hired by TopTop, the major toy manufacturer, in order to build the company’s next big hit, codenamed Birdie-Birdie. But beware: you have fierce competition. Other firms have been hired and only the one who delivers the greatest business value gets the check! Using only LEGO pieces, prepare to build, integrate and test, while you struggle to appease an increasingly demanding CEO. Revel in self-organization, optimizing your process while building a complex product.","1",,"32","3.433333333333333",
"133","Components, Concretely","2","France","15:00","15:55","2012-11-15T21:33:00.000Z",,,"Components","During this session dedicated to organizing your work in developing components, we will cover the following points: - General information on components and precautions: Do's and Don't's, initialization method, backward and forward compatibility - Examples of components (preferences, postal codes and other databases, access authorizations, graphs, agenda, statistics, security) - Form management (discussion between a component form integrated in a host form, management of customized events) - External databases (using SQL, executing on the server) - Optimization (memory footprint, component response time, naming strategy, component aliases) ","1",,"32","2.566666666666667",
"134","Coffee Break","2",,"15:55","16:00","2012-11-15T21:57:00.000Z",,"true",,,,,"0",,
"135","One Picture is Worth a Thousand Words","2","Versaillais","16:15","17:10","2012-11-15T21:59:00.000Z",,,"Interface, Development","In the majority of our 4D applications, we have to manage a certain number of images. 4D v13 allows us to take advantage of a maximum amount of information in these images.   This session covers: The presentation of metadata; How to use a photo's GPS coordinates, notably with the help of the Google Maps API; Handling and converting images and its effect on metadata; How to perform a query on images stored in our database.   To conclude, we will review various methods of storing these images in 4D.","1",,"10","4.05",
"136","The New Programming Interface for 4D  Plug-ins","2","Européen","16:15","17:10","2012-11-15T10:56:00.000Z",,,"Plug-ins","Plug-ins provide powerful display, print and custom processing functions, as a complement to the standard possibilities of 4D.  Versions 12 and 13, as well as the upcoming version 14, have permitted a complete reworking of plug-in architecture along with their API (programming interface).  Among the subjects covered: - Using Set/Get properties - Persistence and scope of properties - Ascending compatibility with former APIs - Current standards: C++, Unicode, XML, native system calls (farewell Altura) - Examples with AreaList Pro v9.4 and SuperReport Pro v3.0, fresh from the oven (October 2012)","1","1","10","1.9",
"139","Coffee Break","4",,"10:15","10:30","2012-11-16T12:47:00.000Z",,"true",,,,,"0",,
"138","4D Q&A with Laurent Ribardière, Laurent Esnault and the 4D Management Team","2","Salon France","17:15","18:00","2012-11-15T10:36:00.000Z",,"true",,,"1",,"0",,
"140","Wakanda, AngularJS & Chrome Web Apps","4","Européen","10:30","11:15","2012-11-16T12:47:00.000Z",,,,,"1",,"0",,
"141","Agile Development with Wakanda and JavaScript","4","Européen","13:45","14:30","2012-11-16T12:47:00.000Z",,,"Agile development","Due to efficient DataClass Modeling and full dynamicity brought by Server-Side JavaScript, Wakanda appears as a platform of choice for Web Agile Development.   In this session, through quick workshops and debrief we will set the basis of Agile. Then, we'll illustrate how Wakanda does encourage Agile Development.  Finally, we'll discuss and demo Unit Testing Server Side JavaScript.","1",,"10","5",
"142","Deploying Wakanda Applications to the Amazon Cloud","4","France","14:35","15:20","2012-11-16T12:47:00.000Z",,,,,,,"0",,
"143","Obfuscating Web Forms","2","Versaillais","14:00","14:55","2012-11-16T11:14:00.000Z",,,"Web, Development","Obfuscation allows you to hide information that would normally allow a potential hacker to simply read your HTML code to make unauthorized requests on your database During this session we'll tak about Web form security and techniques to cover your trails from undesirables and avoid exposing 4D methodes via the Web server using the 4DACTION tag... among others!   The session starts off with a classic web page that will be modified step by stop in order to provide different levels of protection as explanations. ","1",,"31","5",
"144","For a Few Dollars More","2","Versaillais","15:00","15:55","2012-11-16T11:19:00.000Z",,,"Macros, Components, Automation","Whether you have a luxury yacht or not, every 4D developer puts in hard work every day to gain their dollars and diamonds. But did you know that $$ and Cmd-$ are a veritable gold mine?   In fact, using the actions called by components and macros, you can increase your productivity and customize your development environment in spectacular ways.  By pushing toward the presentation of components in the 4D Pop family (distributed with 4D), we can offer you the chance to explore multiple automation techniques: Resource managment, code formatting, online help, etc.   4D Pop was created to be discrete but always ready when you need it. An open source component, it's also a good way to discover new possibilities with 4D.    WARNING: There is a risk that once you get dollar signs in your eyes, you may be susceptible to running home from this session before it's over to try out your new ideas!   ","1","2","72","4.335714285714285",
"145","Apps on TV","3","France","10:10","10:40","2012-11-17T11:46:00.000Z",,,"Connected TV, HTML5, JavaScript, TV Apps","Even though many developers still refuse to see the reason for creating TV apps, the media industry and TV stations already fully believe in the concept. In the future, users will use their TV set not only for passively consuming content, but will also interact with TV shows. This will give attendees a full and highly up-to-date overview of the market: In addition to explaining why and how apps on TV are interesting, developers will also receive an overview of the systems offered by major market players such as: • Google (Android) • Microsoft (Xbox) • Samsung Smart TV • LG Smart TV • Opera TV Store Both developers and “business” people can gain valuable insight from this talk, as understanding the concepts and driving forces behind TV-connected applications are at least as, if not more important than, getting a good grip of the development environments in question.","1",,"10","2.5",
"146","ArangoDB – Using JavaScript in the Database","3","Parisien","10:10","10:40","2012-11-17T11:49:00.000Z",,,"Database, JavaScript, NoSQL, Server-Side JavaScript ","ArangoDB is a NoSQL database server that leverages Javascript as its main scripting language for retrieving and manipulating data.  Furthermore, ArangoDB can be operated as an application server, allowing users to control the complete request/response handling and thus implement their own business logic in the database. An interactive Javascript shell is also offered as a convenient means to communicate with the server. ArangoDB is written in C/C++, and Google's V8 engine is used for the Javascript bindings.  The talk will give a brief overview of ArangoDB and show some examples of how Javascript can be used to implement custom actions inside the database.  ","1",,"0",,
"147","Hands-on Training – Level 1 Introduction to HTML & CSS Brice Argenson","3","Européen","10:10","10:40","2012-11-17T11:50:00.000Z",,,"Workshop","This workshop is presented by the Supinfo school of technology. Bring your laptop and get hands-on experience with HTML5, CSS3, JavaScript, Ajax, jQuery and more. Individual assistance will be available courtesy of Supinfo instructors. Note: Space is limited, so register now and take advantage of this workshop at no additional cost! The workshop will be given in French and in English. Four progressive levels are available, so you can enter the cycle at the point you feel best matches your technical background.","1",,"10","3.5",
"148","Visualizing Information with JavaScript","3","France","11:00","12:00","2012-11-17T11:51:00.000Z",,,"CSS3,   HTML5, HTML5, Canvas JavaScript ,  SVG, WebGL","The more information-rich our societies become, the more demand there is for representing information visually, and the HTML5 platform is one of the best ways to create visualizations and communicate a message. Either for making sense of quantitative data, displaying qualitative information or simply creating the next Mona Lisa, technologies like CSS3, SVG, Canvas, WebGL, etc., provide a very powerful toolbox for developers, designers and artists. In this presentation we’re going to start off by examining all the enabling HTML5 technologies that we’ve mentioned, their features and how they are used in practice to deliver captivating user experiences. Then we’re going to move one level up and talk about the frameworks that make these powerful but sometimes overly complex technologies, more accessible to programmers. We’re going to see frameworks like Raphaël, Processing.js, D3.js, Fabric.js, etc, their features and their applicability. Finally, time permitting, we’re going to go over online examples that best demonstrate the power of the web platform for visualizations and analyze how they were created.","1",,"0",,
"149","OrientDB: A New, Collaborative Way to Develop Internet Applications Based on JavaScript and NoSQL","3","Versaillais","11:00","12:00","2012-11-17T11:53:00.000Z",,,"Document Stores, Graph DB ,  JSON, JavaScript, NoSQL,   REST, Server-Side JavaScript","OrientDB is a document-graph NoSQL dbms that supports server-side functions, something like the well known RDBMS's stored procedures, but in Javascript. This opens a new world of possibilities allowing to mix code and data all together at the server side. OrientDB server talks directly in JSON over HTTP RESTful protocol giving a brand new experience on developing web applications in collaborative way. The new development age is just started.","1",,"10","3.5",
"150","Ancho: A JavaScript Framework for Cross-Browser Extension Development","3","Parisien","11:00","11:30","2012-11-17T11:56:00.000Z",,,"Backbone.js, Browser Extensions, HTML5, JavaScript, RequireJS","""Since the first release of Google Chrome in 2008, competition in the already contested browser market has become even more heated. Today, Internet Explorer, Firefox and Chrome all hold more or less equal market share, and Safari has smaller but significant share as well.  This state of affairs presents a daunting challenge for browser extension developers, inasmuch as extension APIs are entirely proprietary with no standardization or harmonization between browsers. The Firefox APIs are a hodgepodge of XUL (a custom markup language), XPCOM (a component model), C++ (for binary components) and JavaScript (for most other purposes). The corresponding Internet Explorer APIs require elite software engineering skills, deep mastery of the Windows Component Object Model (COM) and use of C++ or C#. Chrome APIs are the simplest and require use only of standard web technologies such as JavaScript, HTML and CSS.  In this talk, we describe how we have used the complex and powerful Firefox and Internet Explorer APIs to implement Ancho, a cross-browser extension development framework based on the Chrome API. As a result, browser extensions implemented in pure JavaScript using the clean, modern Chrome API can run in all three major browsers (a Safari version is also planned). Without assuming any knowledge of Firefox or IE internals, we explain why we chose to use JavaScript and the Chrome API as our lingua franca and describe some of the more interesting challenges we faced in implementing Ancho.  We round out the talk with a brief survey of how popular JavaScript frameworks like Backbone and RequireJS can be used alongside the Chrome API to develop elegant software architectures for browser extensions that mirror some of the most up-to-date techniques favored by web application developers.""","1",,"10","3.1",
"151","Entschuldigen you, parlez-vous JavaScript?!","3","Parisien","11:30","12:00","2012-11-17T11:58:00.000Z",,,"Globalization, Internationalization, JavaScript, Web Applications","While JavaScript applications grow in size and complexity, there are still some white spots on the big map of web applications: Internationalization & globalization!  If you´re still thinking that switching strings in & out is the way to go, your definitely heading in the wrong direction.  During this session we´ll get our hands dirty, no UTF-8/16/32 meta talking, this is all about spotting real world problems & solving them in the most elegant way.","1",,"10","2.9",
"152","Designing Javascript APIs for Usability","3","Parisien","12:00","12:30","2012-11-17T11:59:00.000Z",,,"Usability","At some point or another, you will find yourself writing JavaScript code that exceeds the couple of lines of a jQuery plug-in. Your code will do a a whole lot of things. It will – ideally – be used by many people. These people aren’t you, so they approach your code differently. They have different needs, knowledge of code, and expectations. This talk covers the most important things you need to consider before and while writing your own utilities and libraries. We’ll focus on how to make your code accessible to other developers.","1",,"10","3.6",
"153","Hands-on Training – Level 2 Consume a RESTful Web API with JavaScript","3","Européen","11:00","12:30","2012-11-17T12:05:00.000Z",,,"Workshop","This workshop is presented by the Supinfo school of technology. Bring your laptop and get hands-on experience with HTML5, CSS3, JavaScript, Ajax, jQuery and more. Individual assistance will be available courtesy of Supinfo instructors. Note: Space is limited, so register now and take advantage of this workshop at no additional cost! The workshop will be given in French and in English. Four progressive levels are available, so you can enter the cycle at the point you feel best matches your technical background.","1","1","11","2.8",
"154","JavaScript: Your New Overlord","3","France","13:30","14:00","2012-11-17T12:10:00.000Z",,,,"First misunderstanding, then huge semipopularity, and now, respect. Despite its many obvious deficiencies, Java’s stupid little brother has gotten something profoundly right. What does the future hold for this duckling?","1",,"41","4.025",
"155","The Next Console Generation Will Be the Last","3","France","14:00","15:00","2012-11-17T12:12:00.000Z",,,"Game,   HTML5, JavaScript, Mobile ","Back in the day, it wasn’t possible to imagine the gaming industry without consoles – it was commonplace to hear suggestions that they will displace the PC. Now we know that opposite is true – tablets, smartphones and browser games are applying massive pressure on home gaming systems. It’s a huge chance for JavaScript to lead in this movement – it’s our generation’s Apple II.","1",,"0",,
"156","Seamless iFrames: The Future, Today","3","Versaillais","14:00","14:30","2012-11-17T12:15:00.000Z",,,"HTML5, JavaScript","Introduction of the """"seamless"""" attribute, an upcoming HTML5 browser feature that enables iframe elements to display seamlessly inside a parent document. Seamless iframes present new possibilities for embedding feature-rich 3rd-party applications, like Twitter's new embedded acitivity streams or Facebook's ubiquitous """"Like"""" button.  Of course, like many shiny new HTML5 features, seamless isn't available in older browsers. Ben will demonstrate a series of fallback techniques for emulating seamless in those environments.","1",,"10","3.35",
"157","Desktop Apps in HTML5 and JavaScript","3","Versaillais","14:30","15:00","2012-11-17T12:17:00.000Z",,,"Desktop Application, HTML5,   Node.js, Web Applications","Although web and mobile apps are getting more capable every day, often your application makes the most sense on the desktop. In this talk, we'll look at some recent technologies that have allowed significant desktop apps—like Barnes & Noble's NOOK Study e-textbook reader, or Adobe's Brackets IDE—to be written in HTML5 and JavaScript. Projects like the Chromium Embedded Framework, node-webkit, and AppJS provide an excellent native-to-JS bridge. With them in hand, you can bring the full power of the Node.js and front-end ecosystems to bear, while still gaining the advantages of running as a native app.",,,"0",,
"158","Hands-on Training – Level 3 An offline web application with HTML5","3","Européen","14:00","15:00","2012-11-17T12:20:00.000Z",,,"Workshop","This workshop is presented by the Supinfo school of technology. Bring your laptop and get hands-on experience with HTML5, CSS3, JavaScript, Ajax, jQuery and more. Individual assistance will be available courtesy of Supinfo instructors. Note: Space is limited, so register now and take advantage of this workshop at no additional cost! The workshop will be given in French and in English. Four progressive levels are available, so you can enter the cycle at the point you feel best matches your technical background.","1",,"0",,
"159","Enhanced Usability for More Efficient Enterprise Solutions","3","France","15:10","15:50","2012-11-17T12:25:00.000Z",,,"Accessibility, JavaScript,   WAI, WAI-ARIA,   WCAG, Web Applications","While more and more companies use web-based applications to accomplish daily tasks, such as connecting together, sharing documents, managing time-tables, etc..., the case of their accessibility is essential for the inclusion of people with special needs as well as to enhance those applications' usability in difficult environments.  If these applications are made accessible, they will help: - to integrate people with different abilities, - to use various tools (input/output devices, automation tools...) - to use them from different locations.  While legislation over the world encourages to implement accessible public Web services in order to improve professional inclusion of all, such technologies have also shown their great competitive advantages.  This presentation will show with concrete examples how the use of accessible web applications can benefit to all people in their professional daily life","1",,"0",,
"160","Securing Online Services by Seamlessly Combining Smart Cards and Web-based Applications","3","France","16:20","16:50","2012-11-17T12:29:00.000Z",,,"Sevurity","This talk will discuss challenges related to the utilization and protection of a user’s digital identity in the cyberspace. We will introduce MeHuNa, a Web-based online authentication framework that strikes a balance between security, usability, and portability. This architecture seamlessly combines the proven hardware security of smart cards with the universal ease of Web access through browsers, to provide a secure two-factor online authentication solution, without imposing the deployment and usability complexities generally associated with conventional smart card systems. MeHuNa relies on a proprietary browser plug-in, which provides a JavaScript API to interact with smart cards connected to the user terminal. This technology draws a new trend in the development of smart card-based Internet security solutions that go well beyond user authentication. Additional security services such as email encryption, document signature, or online smart card content management, etc., can be delivered using the familiar Web browser interface. The plug-in used in the MeHuNa framework is only a temporary solution to overcome the lack of standard API to access smart cards. The W3C is currently setting up a working group, to which Gemalto will be actively contributing, to standardize this missing API. The talk will include a small demonstration of the MeHuNa framework.","1",,"0",,
"161","Animation Without JavaScript: Making it Snow in Paris Estelle Weyl, Standardista","3","Versaillais","15:10","16:20","2012-11-17T12:30:00.000Z",,,"CSS Animations, CSS3,   HTML5","A dead battery is bad user experience. Animating with JavaScript drains the CPU and the users’ batteries. Animating with CSS is smoother, and leaves the UI thread free for other, actually important tasks. Help ensure your users don’t hate you by animating with CSS. While not a panacea, CSS3 Animations can be the solution. With CSS3 transitions and animations you can recreate almost all of the effects previously reserved to the realm of plugins, without making your users hate you. From the basics of animation keyframes, to expert tips that will save you many a headache, Estelle takes you on a look at all you need to know to get you up and running with CSS3 transitions and animations.","1",,"10","5",
"162","Appcelerator Titanium: Building Native Mobile Apps","3","Versaillais","16:20","16:50","2012-11-17T12:31:00.000Z",,,"Titanium,JavaScript, Mobile ","Boydlee will present an introductory session on Appcelerator Titanium - what it is, how to use it and how you can mobile native, enterprise grade mobile applications for both iOS and Android using only JavaScript. It would be a general overview of the platform, the standards being introduced and a general run down of how Titanium works and how it can work for the developer.","1",,"30","4.3",
"163","Hybrid Mobile App in Minutes, Not Days","3","Parisien","15:10","15:50","2012-11-17T12:33:00.000Z",,,"Mobile","In minutes we will demonstrate how to develop a mobile hybrid Web app (jQuery Mobile, PhoneGap) with a back-end on the cloud. This will cover offline caching, local storage, synchronization, Phone Gap build, geolocation and event push. At the end, we will have a clone of Foursquare on your mobile, with a backend in Grails.","1",,"0",,
